Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
130513-52183,P,Tyler,Tyler Glasnow,Glasnow,37.714285714285715,7,11200,LAD@SD,LAD,SD,IL,Back,,,,P
130513-197981,P,Jacob,Jacob Misiorowski,Misiorowski,43.44444444444444,9,10900,MIL@CHC,MIL,CHC,,,,,,P
130513-228790,P,Cam,Cam Schlittler,Schlittler,41.7,10,10900,TOR@NYY,NYY,TOR,,,,,,P
130513-146687,P,Hunter,Hunter Brown,Brown,45,2,10800,HOU@MIN,HOU,MIN,IL,Shoulder,,,,P
130513-198702,P,Shota,Shota Imanaga,Imanaga,38.111111111111114,9,10700,MIL@CHC,CHC,MIL,,,,Yes,,P
130513-79091,P,Dylan,Dylan Cease,Cease,41.55555555555556,9,10700,TOR@NYY,TOR,NYY,,,,,,P
130513-198625,P,Yoshinobu,Yoshinobu Yamamoto,Yamamoto,34.5,8,10500,LAD@SD,LAD,SD,,,,Yes,,P
130513-170315,P,Davis,Davis Martin,Martin,42.111111111111114,9,10300,CWS@SEA,CWS,SEA,,,,,,P
130513-52859,P,Jacob,Jacob deGrom,deGrom,34.888888888888886,9,10100,TEX@COL,TEX,COL,,,,,,P
130513-68488,P,Blake,Blake Snell,Snell,12,1,10000,LAD@SD,LAD,SD,IL,Elbow,,,,P
130513-52185,P,Max,Max Fried,Fried,31.7,10,10000,TOR@NYY,NYY,TOR,IL,Elbow,,,,P
130513-102345,P,Jose,Jose Soriano,Soriano,38.8,10,10000,ATH@LAA,LAA,ATH,,,,,,P
130513-198885,P,Spencer,Spencer Arrighetti,Arrighetti,39.5,6,9900,HOU@MIN,HOU,MIN,,,,,,P
130513-185606,P,Gavin,Gavin Stone,Stone,,0,9900,LAD@SD,LAD,SD,IL,Shoulder,,,,P
130513-198912,P,Will,Will Warren,Warren,34.111111111111114,9,9800,TOR@NYY,NYY,TOR,,,,,,P
130513-165698,P,Taj,Taj Bradley,Bradley,37,8,9800,HOU@MIN,MIN,HOU,IL,Pectoral,,,,P
130513-102330,P,Kris,Kris Bubic,Bubic,29.88888888888889,9,9800,BOS@KC,KC,BOS,,,,,,P
130513-102395,P,Ryan,Ryan Weathers,Weathers,34.5,8,9800,TOR@NYY,NYY,TOR,,,,Yes,,P
130513-146733,P,Kyle,Kyle Harrison,Harrison,33.125,8,9600,MIL@CHC,MIL,CHC,,,,,,P
130513-119414,P,George,George Kirby,Kirby,32.2,10,9500,CWS@SEA,SEA,CWS,,,,,,P
130513-135977,P,Garrett,Garrett Crochet,Crochet,28,6,9500,BOS@KC,BOS,KC,IL,Shoulder,,,,P
130513-199728,P,Landen,Landen Roupp,Roupp,34.44444444444444,9,9500,SF@ARI,SF,ARI,,,,,,P
130513-135268,P,Emerson,Emerson Hancock,Hancock,35.22222222222222,9,9400,CWS@SEA,SEA,CWS,,,,,,P
130513-117232,P,Michael,Michael King,King,32.55555555555556,9,9400,LAD@SD,SD,LAD,,,,Yes,,P
130513-232240,P,Payton,Payton Tolle,Tolle,35.8,5,9400,BOS@KC,BOS,KC,,,,,,P
130513-222814,P,Trey,Trey Yesavage,Yesavage,30.5,4,9300,TOR@NYY,TOR,NYY,,,,,,P
130513-198876,P,Cade,Cade Horton,Horton,19,2,9200,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-119430,P,Joe,Joe Ryan,Ryan,28.6,10,9200,HOU@MIN,MIN,HOU,,,,,,P
130513-80582,P,Brandon,Brandon Woodruff,Woodruff,24.833333333333332,6,9200,MIL@CHC,MIL,CHC,IL,Shoulder,,,,P
130513-79073,P,Michael,Michael Soroka,Soroka,33.666666666666664,9,9200,SF@ARI,ARI,SF,,,,,,P
130513-79180,P,Cody,Cody Ponce,Ponce,13,1,9200,TOR@NYY,TOR,NYY,IL,Knee,,,,P
130513-101839,P,Logan,Logan Webb,Webb,26.75,8,9200,SF@ARI,SF,ARI,IL,Knee,,,,P
130513-187194,P,Bryan,Bryan Woo,Woo,30.333333333333332,9,9100,CWS@SEA,SEA,CWS,,,,Yes,,P
130513-37999,P,Michael,Michael Wacha,Wacha,34.55555555555556,9,9100,BOS@KC,KC,BOS,,,,,,P
130513-16956,P,Gerrit,Gerrit Cole,Cole,,0,9000,TOR@NYY,NYY,TOR,IL,Elbow,,,,P
130513-82599,P,Edward,Edward Cabrera,Cabrera,28.11111111111111,9,9000,MIL@CHC,CHC,MIL,,,,,,P
130513-82604,P,Corbin,Corbin Burnes,Burnes,33.72727272727273,11,9000,SF@ARI,ARI,SF,IL,Elbow,,,,P
130513-13233,P,Nathan,Nathan Eovaldi,Eovaldi,34.77777777777778,9,9000,TEX@COL,TEX,COL,,,,,,P
130513-53029,P,Robbie,Robbie Ray,Ray,31.22222222222222,9,9000,SF@ARI,SF,ARI,,,,Yes,,P
130513-83157,P,Ranger,Ranger Suarez,Suarez,30.125,8,8900,BOS@KC,BOS,KC,,,,,,P
130513-38000,P,Kevin,Kevin Gausman,Gausman,30.4,10,8800,TOR@NYY,TOR,NYY,,,,,,P
130513-146717,P,Mick,Mick Abel,Abel,29.25,4,8800,HOU@MIN,MIN,HOU,IL,Elbow,,,,P
130513-204505,P,Justin,Justin Wrobleski,Wrobleski,30.875,8,8800,LAD@SD,LAD,SD,,,,,,P
130513-165638,P,Randy,Randy Vasquez,Vasquez,31.88888888888889,9,8800,LAD@SD,SD,LAD,,,,,,P
130513-165689,P,Bryce,Bryce Miller,Miller,19,1,8700,CWS@SEA,SEA,CWS,,,,,,P
130513-165706,P,Jack,Jack Leiter,Leiter,28.444444444444443,9,8600,TEX@COL,TEX,COL,,,,,,P
130513-82554,P,Shane,Shane Bieber,Bieber,26.833333333333332,12,8500,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-79117,P,Peter,Peter Lambert,Lambert,32.166666666666664,6,8500,HOU@MIN,HOU,MIN,,,,,,P
130513-71034,P,Seth,Seth Lugo,Lugo,28.444444444444443,9,8500,BOS@KC,KC,BOS,,,,Yes,,P
130513-101810,P,Justin,Justin Steele,Steele,29.25,4,8500,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-187967,P,Emmet,Emmet Sheehan,Sheehan,29.875,8,8500,LAD@SD,LAD,SD,,,,,,P
130513-102396,P,Logan,Logan Gilbert,Gilbert,28.1,10,8500,CWS@SEA,SEA,CWS,,,,,,P
130513-135229,P,Reid,Reid Detmers,Detmers,28.11111111111111,9,8400,ATH@LAA,LAA,ATH,,,,,,P
130513-79951,P,Nick,Nick Pivetta,Pivetta,25.5,4,8400,LAD@SD,SD,LAD,IL,Forearm,,,,P
130513-82635,P,MacKenzie,MacKenzie Gore,Gore,28.555555555555557,9,8400,TEX@COL,TEX,COL,,,,Yes,,P
130513-68523,P,Joe,Joe Musgrove,Musgrove,,0,8400,LAD@SD,SD,LAD,IL,Elbow,,,,P
130513-232769,P,Connelly,Connelly Early,Early,28.555555555555557,9,8400,BOS@KC,BOS,KC,,,,,,P
130513-79270,P,Cole,Cole Ragans,Ragans,25.25,8,8400,BOS@KC,KC,BOS,IL,Elbow,,,,P
130513-52142,P,Eduardo,Eduardo Rodriguez,Rodriguez,30.22222222222222,9,8300,SF@ARI,ARI,SF,,,,,,P
130513-63136,P,Matthew,Matthew Boyd,Boyd,26.6,5,8300,MIL@CHC,CHC,MIL,IL,Knee,,,,P
130513-165543,P,Sean,Sean Burke,Burke,24.666666666666668,9,8300,CWS@SEA,CWS,SEA,,,,,,P
130513-145612,P,Bailey,Bailey Ober,Ober,26.8,10,8200,HOU@MIN,MIN,HOU,,,,,,P
130513-197897,P,Trevor,Trevor McDonald,McDonald,37.666666666666664,3,8200,SF@ARI,SF,ARI,,,,,,P
130513-135212,P,Luis,Luis Garcia,Garcia,22.5,2,8100,TOR@NYY,NYY,TOR,O,Elbow,,,,P
130513-102458,P,Kutter,Kutter Crawford,Crawford,,0,8100,BOS@KC,BOS,KC,IL,Elbow,,,,P
130513-82557,P,Aaron,Aaron Civale,Civale,26.333333333333332,9,8100,ATH@LAA,ATH,LAA,,,,,,P
130513-17064,P,Sonny,Sonny Gray,Gray,23.571428571428573,7,8100,BOS@KC,BOS,KC,,,,Yes,,P
130513-60633,P,Carlos,Carlos Rodon,Rodon,19.5,2,8100,TOR@NYY,NYY,TOR,,,,,,P
130513-198886,P,Chase,Chase Dollander,Dollander,23.8,10,8000,TEX@COL,COL,TEX,IL,Elbow,,,,P
130513-16961,P,Jameson,Jameson Taillon,Taillon,24.22222222222222,9,8000,MIL@CHC,CHC,MIL,,,,,,P
130513-164521,P,Brandon,Brandon Walter,Walter,31.88888888888889,9,8000,HOU@MIN,HOU,MIN,IL,Elbow,,,,P
130513-82621,P,Clarke,Clarke Schmidt,Schmidt,30,14,8000,TOR@NYY,NYY,TOR,IL,Elbow,,,,P
130513-168872,P,Ronel,Ronel Blanco,Blanco,28.555555555555557,9,8000,HOU@MIN,HOU,MIN,IL,Elbow,,,,P
130513-83152,P,Pablo,Pablo Lopez,Lopez,30.214285714285715,14,8000,HOU@MIN,MIN,HOU,IL,Elbow,,,,P
130513-79109,P,Tyler,Tyler Mahle,Mahle,23,9,8000,SF@ARI,SF,ARI,,,,,,P
130513-85476,P,Jeffrey,Jeffrey Springs,Springs,26.8,10,8000,ATH@LAA,ATH,LAA,,,,,,P
130513-198874,P,Noah,Noah Schultz,Schultz,23,6,7900,CWS@SEA,CWS,SEA,,,,Yes,,P
130513-119355,P,Jack,Jack Kochanowicz,Kochanowicz,22.88888888888889,9,7900,ATH@LAA,LAA,ATH,,,,,,P
130513-52198,P,Lucas,Lucas Giolito,Giolito,21,1,7900,LAD@SD,SD,LAD,,,,,,P
130513-60639,P,Jose,Jose Berrios,Berrios,25.516129032258064,31,7900,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-238965,P,Connor,Connor Prielipp,Prielipp,29.6,5,7900,HOU@MIN,MIN,HOU,,,,,,P
130513-219653,P,Logan,Logan Henderson,Henderson,28,4,7800,MIL@CHC,MIL,CHC,,,,,,P
130513-119409,P,Quinn,Quinn Priester,Priester,26.322580645161292,31,7800,MIL@CHC,MIL,CHC,IL,Shoulder,,,,P
130513-198362,P,Stephen,Stephen Kolek,Kolek,27.666666666666668,3,7800,BOS@KC,KC,BOS,,,,,,P
130513-60644,P,Luis,Luis Severino,Severino,26.5,10,7700,ATH@LAA,ATH,LAA,,,,,,P
130513-165659,P,Mike,Mike Burrows,Burrows,23.666666666666668,9,7700,HOU@MIN,HOU,MIN,,,,,,P
130513-102484,P,Brandon,Brandon Bielak,Bielak,,0,7600,HOU@MIN,HOU,MIN,,,,,,P
130513-219697,P,Noah,Noah Cameron,Cameron,22.25,8,7600,BOS@KC,KC,BOS,,,,,,P
130513-119426,P,Johan,Johan Oviedo,Oviedo,8,1,7600,BOS@KC,BOS,KC,IL,Elbow,,,,P
130513-82582,P,Griffin,Griffin Canning,Canning,12,3,7600,LAD@SD,SD,LAD,,,,,,P
130513-52159,P,Lance,Lance McCullers Jr.,McCullers Jr.,22.125,8,7600,HOU@MIN,HOU,MIN,,,,,,P
130513-239015,P,Walbert,Walbert Urena,Urena,20.571428571428573,7,7600,ATH@LAA,LAA,ATH,,,,Yes,,P
130513-102294,P,Grayson,Grayson Rodriguez,Rodriguez,2,1,7600,ATH@LAA,LAA,ATH,,,,,,P
130513-97300,P,John,John Means,Means,,0,7500,BOS@KC,KC,BOS,IL,Achilles,,,,P
130513-240672,P,Tatsuya,Tatsuya Imai,Imai,13.25,4,7500,HOU@MIN,HOU,MIN,,,,Yes,,P
130513-73880,P,German,German Marquez,Marquez,17.833333333333332,6,7400,LAD@SD,SD,LAD,IL,Forearm,,,,P
130513-219663,P,Chad,Chad Patrick,Patrick,18.5,10,7400,MIL@CHC,MIL,CHC,,,,,,P
130513-64488,P,Colin,Colin Rea,Rea,21.1,10,7400,MIL@CHC,CHC,MIL,,,,,,P
130513-85251,P,Zac,Zac Gallen,Gallen,16.11111111111111,9,7400,SF@ARI,ARI,SF,,,,Yes,,P
130513-101881,P,Merrill,Merrill Kelly,Kelly,21.833333333333332,6,7300,SF@ARI,ARI,SF,,,,,,P
130513-102001,P,Yusei,Yusei Kikuchi,Kikuchi,19.428571428571427,7,7300,ATH@LAA,LAA,ATH,IL,Shoulder,,,,P
130513-163685,P,JP,JP Sears,Sears,22.51851851851852,27,7300,LAD@SD,SD,LAD,,,,,,P
130513-209173,P,Zebby,Zebby Matthews,Matthews,46,1,7200,HOU@MIN,MIN,HOU,,,,,,P
130513-119441,P,Alek,Alek Manoah,Manoah,4.333333333333333,3,7200,ATH@LAA,LAA,ATH,,,,,,P
130513-79228,P,Cal,Cal Quantrill,Quantrill,11.714285714285714,7,7200,TEX@COL,TEX,COL,,,,,,P
130513-161465,P,Ryan,Ryan Feltner,Feltner,15,5,7200,TEX@COL,COL,TEX,IL,Elbow,,,,P
130513-198915,P,Luis,Luis Morales,Morales,1.3333333333333333,3,7100,ATH@LAA,ATH,LAA,,,,,,P
130513-170527,P,Jason,Jason Alexander,Alexander,3.5,2,7100,HOU@MIN,HOU,MIN,,,,,,P
130513-146705,P,J.T.,J.T. Ginn,Ginn,20.7,10,7100,ATH@LAA,ATH,LAA,,,,Yes,,P
130513-85269,P,Cole,Cole Irvin,Irvin,,0,7100,LAD@SD,LAD,SD,,,,,,P
130513-79162,P,Luis,Luis Castillo,Castillo,19.77777777777778,9,7100,CWS@SEA,SEA,CWS,,,,,,P
130513-79168,P,Walker,Walker Buehler,Buehler,21.333333333333332,9,7100,LAD@SD,SD,LAD,,,,,,P
130513-118206,P,Luis,Luis Gil,Gil,14,4,7100,TOR@NYY,NYY,TOR,IL,Shoulder,,,,P
130513-163680,P,Brayan,Brayan Bello,Bello,14.777777777777779,9,7100,BOS@KC,BOS,KC,,,,,,P
130513-102498,P,Patrick,Patrick Sandoval,Sandoval,,0,7000,BOS@KC,BOS,KC,IL,Biceps,,,,P
130513-135650,P,Landon,Landon Knack,Knack,21,10,7000,LAD@SD,LAD,SD,IL,Chest,,,,P
130513-203676,P,David,David Festa,Festa,22.272727272727273,11,7000,HOU@MIN,MIN,HOU,IL,Shoulder,,,,P
130513-185896,P,Cody,Cody Bradford,Bradford,,0,7000,TEX@COL,TEX,COL,IL,Elbow,,,,P
130513-165636,P,Hayden,Hayden Wesneski,Wesneski,24.833333333333332,6,7000,HOU@MIN,HOU,MIN,IL,Elbow,,,,P
130513-79853,P,Jordan,Jordan Montgomery,Montgomery,,0,7000,TEX@COL,TEX,COL,IL,Elbow,,,,P
130513-198891,P,Caden,Caden Dana,Dana,18.714285714285715,7,6900,ATH@LAA,LAA,ATH,DTD,Illness,,,,P
130513-193326,P,Jacob,Jacob Lopez,Lopez,16.77777777777778,9,6900,ATH@LAA,ATH,LAA,,,,,,P
130513-13664,P,Patrick,Patrick Corbin,Corbin,18.571428571428573,7,6900,TOR@NYY,TOR,NYY,,,,Yes,,P
130513-222787,P,Roki,Roki Sasaki,Sasaki,23.75,8,6900,LAD@SD,LAD,SD,,,,,,P
130513-102335,P,Cristian,Cristian Javier,Javier,0.3333333333333333,3,6900,HOU@MIN,HOU,MIN,IL,Shoulder,,,,P
130513-188485,P,Matt,Matt Waldron,Waldron,12.666666666666666,6,6800,LAD@SD,SD,LAD,IL,Forearm,,,,P
130513-198938,P,Carson,Carson Whisenhunt,Whisenhunt,18.2,5,6800,SF@ARI,SF,ARI,,,,,,P
130513-82540,P,Tanner,Tanner Houck,Houck,13.555555555555555,9,6800,BOS@KC,BOS,KC,IL,Elbow,,,,P
130513-164497,P,Ryne,Ryne Nelson,Nelson,21.88888888888889,9,6800,SF@ARI,ARI,SF,,,,,,P
130513-222822,P,Brandon,Brandon Sproat,Sproat,19.625,8,6800,MIL@CHC,MIL,CHC,,,,Yes,,P
130513-165573,P,Alec,Alec Marsh,Marsh,,0,6800,BOS@KC,KC,BOS,IL,Shoulder,,,,P
130513-204632,P,Tanner,Tanner Gordon,Gordon,16.5,6,6800,TEX@COL,COL,TEX,,,,,,P
130513-163698,P,Bowden,Bowden Francis,Francis,17.785714285714285,14,6800,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-68564,P,Erick,Erick Fedde,Fedde,17.77777777777778,9,6700,CWS@SEA,CWS,SEA,,,,,,P
130513-160939,P,Jacob,Jacob Latz,Latz,5.9411764705882355,18,6700,TEX@COL,TEX,COL,,,,,,P
130513-79201,P,Anthony,Anthony Kay,Kay,18.77777777777778,9,6700,CWS@SEA,CWS,SEA,,,,,,P
130513-165715,P,Gunnar,Gunnar Hoglund,Hoglund,17.833333333333332,6,6700,ATH@LAA,ATH,LAA,IL,Knee,,,,P
130513-178415,P,Javier,Javier Assad,Assad,10.875,8,6600,MIL@CHC,CHC,MIL,,,,,,P
130513-203678,P,Hayden,Hayden Birdsong,Birdsong,16.2,21,6600,SF@ARI,SF,ARI,IL,Elbow,,,,P
130513-211874,P,Kumar,Kumar Rocker,Rocker,20.25,8,6600,TEX@COL,TEX,COL,,,,,,P
130513-185701,P,Brandon,Brandon Pfaadt,Pfaadt,12.666666666666666,9,6600,SF@ARI,ARI,SF,,,,,,P
130513-220895,P,Tomoyuki,Tomoyuki Sugano,Sugano,20.555555555555557,9,6600,TEX@COL,COL,TEX,,,,,,P
130513-135361,P,Nabil,Nabil Crismatt,Crismatt,19.625,8,6500,TEX@COL,TEX,COL,O,Elbow,,,,P
130513-145625,P,Bailey,Bailey Falter,Falter,3.3333333333333335,3,6500,BOS@KC,KC,BOS,,,,,,P
130513-198917,P,Drew,Drew Thorpe,Thorpe,,0,6500,CWS@SEA,CWS,SEA,IL,Elbow,,,,P
130513-164529,P,Jordan,Jordan Wicks,Wicks,7.428571428571429,8,6500,MIL@CHC,CHC,MIL,,,,,,P
130513-82638,P,Jordan,Jordan Hicks,Hicks,3.2222222222222223,18,6500,CWS@SEA,CWS,SEA,,,,,,P
130513-68485,P,Ryan,Ryan Yarbrough,Yarbrough,6.8,10,6500,TOR@NYY,NYY,TOR,,,,,,P
130513-226322,P,Logan,Logan Evans,Evans,20.8125,16,6500,CWS@SEA,SEA,CWS,IL,Elbow,,,,P
130513-60632,P,Kyle,Kyle Freeland,Freeland,17.571428571428573,8,6500,TEX@COL,COL,TEX,,,,,,P
130513-238630,P,Elmer,Elmer Rodriguez,Rodriguez,13,3,6400,TOR@NYY,NYY,TOR,,,,,,P
130513-66766,P,Adrian,Adrian Houser,Houser,17.555555555555557,9,6400,SF@ARI,SF,ARI,,,,,,P
130513-222783,P,Grant,Grant Taylor,Taylor,9.38888888888889,18,6400,CWS@SEA,CWS,SEA,,,,,,P
130513-181837,P,Ben,Ben Brown,Brown,13.642857142857142,14,6400,MIL@CHC,CHC,MIL,,,,,,P
130513-21099,P,Jose,Jose Quintana,Quintana,16.428571428571427,7,6300,TEX@COL,COL,TEX,,,,Yes,,P
130513-80859,P,Paul,Paul Blackburn,Blackburn,5.6923076923076925,13,6300,TOR@NYY,NYY,TOR,,,,,,P
130513-232673,P,Mitch,Mitch Farris,Farris,10.714285714285714,7,6300,ATH@LAA,LAA,ATH,,,,,,P
130513-79226,P,Eric,Eric Lauer,Lauer,14,8,6300,LAD@SD,LAD,SD,,,,,,P
130513-118202,P,Kyle,Kyle Hart,Hart,4.166666666666667,12,6300,LAD@SD,SD,LAD,,,,,,P
130513-52728,P,Michael,Michael Lorenzen,Lorenzen,14.181818181818182,11,6300,TEX@COL,COL,TEX,,,,,,P
130513-200581,P,Jonathan,Jonathan Cannon,Cannon,-3,1,6300,CWS@SEA,CWS,SEA,,,,,,P
130513-73835,P,Ty,Ty Blach,Blach,,0,6200,MIL@CHC,CHC,MIL,,,,,,P
130513-241978,P,George,George Klassen,Klassen,7,2,6200,ATH@LAA,LAA,ATH,,,,,,P
130513-219662,P,Colton,Colton Gordon,Gordon,6.25,4,6200,HOU@MIN,HOU,MIN,,,,,,P
130513-219724,P,Ryan,Ryan Bergert,Bergert,19.526315789473685,19,6200,BOS@KC,KC,BOS,IL,Elbow,,,,P
130513-119398,P,Yoendrys,Yoendrys Gomez,Gomez,4.785714285714286,14,6200,HOU@MIN,MIN,HOU,,,,,,P
130513-82636,P,Joey,Joey Lucchesi,Lucchesi,1.4,5,6200,ATH@LAA,LAA,ATH,,,,,,P
130513-52190,P,Marco,Marco Gonzales,Gonzales,,0,6200,LAD@SD,SD,LAD,,,,,,P
130513-206028,P,River,River Ryan,Ryan,,0,6200,LAD@SD,LAD,SD,,,,,,P
130513-5481,P,Max,Max Scherzer,Scherzer,8,5,6200,TOR@NYY,TOR,NYY,IL,Forearm,,,,P
130513-187769,P,Osvaldo,Osvaldo Bido,Bido,5.636363636363637,11,6200,CWS@SEA,CWS,SEA,,,,,,P
130513-181660,P,Jhony,Jhony Brito,Brito,,0,6200,LAD@SD,SD,LAD,IL,Forearm,,,,P
130513-181805,P,J.P.,J.P. France,France,4.666666666666667,3,6200,HOU@MIN,HOU,MIN,,,,,,P
130513-222881,P,Ryan,Ryan Johnson,Johnson,2.3333333333333335,3,6200,ATH@LAA,LAA,ATH,,,,,,P
130513-211069,P,Sam,Sam Aldegheri,Aldegheri,10,2,6100,ATH@LAA,LAA,ATH,,,,,,P
130513-228077,P,Jack,Jack Perkins,Perkins,8.5,12,6100,ATH@LAA,ATH,LAA,,,,,,P
130513-197899,P,Kai-Wei,Kai-Wei Teng,Teng,10.5,16,6100,HOU@MIN,HOU,MIN,,,,,,P
130513-79118,P,Triston,Triston McKenzie,McKenzie,2,4,6100,LAD@SD,SD,LAD,,,,,,P
130513-101819,P,Jose,Jose Suarez,Suarez,8.272727272727273,11,6100,ATH@LAA,ATH,LAA,,,,,,P
130513-226810,P,Blade,Blade Tidwell,Tidwell,6.75,8,6100,SF@ARI,SF,ARI,,,,,,P
130513-220840,P,Shane,Shane Smith,Smith,9.333333333333334,3,6100,CWS@SEA,CWS,SEA,IL,Shoulder,,,,P
130513-165600,P,Jake,Jake Eder,Eder,4.5,4,6100,LAD@SD,LAD,SD,,,,,,P
130513-204512,P,Yilber,Yilber Diaz,Diaz,3,1,6100,SF@ARI,ARI,SF,,,,,,P
130513-163703,P,Ryan,Ryan Weiss,Weiss,11.333333333333334,9,6100,HOU@MIN,HOU,MIN,,,,,,P
130513-102528,P,Simeon,Simeon Woods Richardson,Woods Richardson,9.11111111111111,9,6000,HOU@MIN,MIN,HOU,,,,,,P
130513-119302,P,Blake,Blake Walston,Walston,,0,6000,SF@ARI,ARI,SF,IL,Elbow,,,,P
130513-219706,P,Carson,Carson Seymour,Seymour,8.4375,16,6000,SF@ARI,SF,ARI,,,,,,P
130513-197877,P,Cristian,Cristian Mena,Mena,15.666666666666666,3,6000,SF@ARI,ARI,SF,IL,Shoulder,,,,P
130513-165720,P,Ricky,Ricky Tiedemann,Tiedemann,,0,6000,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-163681,P,Josh,Josh Winckowski,Winckowski,7.833333333333333,6,6000,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-170174,P,Chase,Chase Silseth,Silseth,3.9473684210526314,19,5900,ATH@LAA,LAA,ATH,,,,,,P
130513-135648,P,Bobby,Bobby Miller,Miller,7.5,2,5900,LAD@SD,LAD,SD,IL,Shoulder,,,,P
130513-203266,P,Jake,Jake Bloss,Bloss,,0,5900,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-219703,P,Travis,Travis Adams,Adams,8.5,2,5900,HOU@MIN,MIN,HOU,,,,,,P
130513-199224,P,Mason,Mason Black,Black,7.25,4,5900,BOS@KC,KC,BOS,,,,,,P
130513-82537,P,DL,DL Hall,Hall,6.526315789473684,19,5900,MIL@CHC,MIL,CHC,,,,,,P
130513-82634,P,Logan,Logan Allen,Allen,,0,5900,LAD@SD,LAD,SD,,,,,,P
130513-68517,P,Antonio,Antonio Senzatela,Senzatela,12.76923076923077,13,5900,TEX@COL,COL,TEX,,,,,,P
130513-240709,P,Carlos,Carlos Lagrange,Lagrange,,0,5900,TOR@NYY,NYY,TOR,,,,,,P
130513-60627,P,Touki,Touki Toussaint,Toussaint,9,1,5900,ATH@LAA,LAA,ATH,,,,,,P
130513-197893,P,Jose,Jose Corniell,Corniell,-1,1,5900,TEX@COL,TEX,COL,,,,,,P
130513-238908,P,Miguel,Miguel Ullola,Ullola,,0,5900,HOU@MIN,HOU,MIN,,,,,,P
130513-226643,P,AJ,AJ Blubaugh,Blubaugh,6.277777777777778,18,5900,HOU@MIN,HOU,MIN,,,,,,P
130513-238957,P,David,David Davalillo,Davalillo,,0,5900,TEX@COL,TEX,COL,,,,,,P
130513-161167,P,Glenn,Glenn Otto,Otto,,0,5900,HOU@MIN,HOU,MIN,,,,,,P
130513-181832,P,Roddery,Roddery Munoz,Munoz,3,3,5900,HOU@MIN,HOU,MIN,,,,,,P
130513-165665,P,Robert,Robert Gasser,Gasser,15,1,5900,MIL@CHC,MIL,CHC,,,,,,P
130513-202608,P,Carlos,Carlos Rodriguez,Rodriguez,12,2,5900,MIL@CHC,MIL,CHC,,,,,,P
130513-114708,P,Randy,Randy Dobnak,Dobnak,16,1,5800,CWS@SEA,SEA,CWS,,,,,,P
130513-79917,P,Casey,Casey Lawrence,Lawrence,9.333333333333334,6,5800,CWS@SEA,SEA,CWS,,,,,,P
130513-232608,P,Mason,Mason Barnett,Barnett,9,1,5800,ATH@LAA,ATH,LAA,,,,,,P
130513-60637,P,Sean,Sean Newcomb,Newcomb,6.7,20,5800,CWS@SEA,CWS,SEA,,,,,,P
130513-79103,P,Dane,Dane Dunning,Dunning,7,12,5800,CWS@SEA,SEA,CWS,,,,,,P
130513-197914,P,Nick,Nick Frasso,Frasso,,0,5800,LAD@SD,LAD,SD,,,,,,P
130513-165578,P,Ky,Ky Bush,Bush,,0,5800,CWS@SEA,CWS,SEA,IL,Elbow,,,,P
130513-198353,P,Mitch,Mitch Spence,Spence,3,1,5800,BOS@KC,KC,BOS,,,,,,P
130513-102446,P,Tristan,Tristan Beck,Beck,6,2,5700,SF@ARI,SF,ARI,,,,,,P
130513-102456,P,Jhonathan,Jhonathan Diaz,Diaz,7,1,5700,CWS@SEA,SEA,CWS,,,,,,P
130513-135245,P,Tommy,Tommy Henry,Henry,17.5,2,5700,SF@ARI,ARI,SF,O,Elbow,,,,P
130513-102574,P,Jake,Jake Woodford,Woodford,6.333333333333333,12,5700,MIL@CHC,MIL,CHC,,,,,,P
130513-198905,P,Mike,Mike Vasil,Vasil,10.53191489361702,47,5700,CWS@SEA,CWS,SEA,IL,Elbow,,,,P
130513-219695,P,Luinder,Luinder Avila,Avila,8.375,8,5700,BOS@KC,KC,BOS,,,,,,P
130513-164504,P,Joey,Joey Estes,Estes,5,3,5700,ATH@LAA,ATH,LAA,,,,,,P
130513-213867,P,Blas,Blas Castano,Castano,13,1,5700,TEX@COL,COL,TEX,,,,,,P
130513-209846,P,Ben,Ben Casparius,Casparius,2.2,5,5700,LAD@SD,LAD,SD,IL,Shoulder,,,,P
130513-79123,P,Tyler,Tyler Alexander,Alexander,5.1,20,5700,TEX@COL,TEX,COL,,,,,,P
130513-238919,P,Mitch,Mitch Bratt,Bratt,,0,5700,SF@ARI,ARI,SF,,,,,,P
130513-238916,P,Kohl,Kohl Drake,Drake,,0,5700,SF@ARI,ARI,SF,,,,,,P
130513-238961,P,Kendry,Kendry Rojas,Rojas,15.333333333333334,3,5700,HOU@MIN,MIN,HOU,,,,Yes,,P
130513-238972,P,Tyler,Tyler Uberstine,Uberstine,11,1,5700,BOS@KC,BOS,KC,IL,Shoulder,,,,P
130513-101804,P,Huascar,Huascar Ynoa,Ynoa,,0,5700,ATH@LAA,LAA,ATH,,,,,,P
