Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
130513-83184,P,Julian,Julian Merryweather,Merryweather,3.0952380952380953,21,5500,HOU@MIN,MIN,HOU,IL,Hamstring,,,,P
130513-197879,P,Juan,Juan Mejia,Mejia,6.333333333333333,18,5500,TEX@COL,COL,TEX,,,,,,P
130513-146679,P,Chris,Chris McMahon,McMahon,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-79097,P,Bryan,Bryan Hudson,Hudson,5.478260869565218,23,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-197880,P,Angel,Angel Chivilli,Chivilli,6.5,2,5500,TOR@NYY,NYY,TOR,IL,Shoulder,,,,P
130513-197887,P,Porter,Porter Hodge,Hodge,4.5,36,5500,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-146684,P,Jared,Jared Kelley,Kelley,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-197891,P,Michael,Michael Arias,Arias,,0,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-197890,P,Marc,Marc Church,Church,4.6,5,5500,TEX@COL,TEX,COL,,,,,,P
130513-146688,P,Alex,Alex Santos II,Santos II,,0,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-179456,P,Louis,Louis Varland,Varland,8.272727272727273,22,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-21764,P,Caleb,Caleb Thielbar,Thielbar,6.2,11,5500,MIL@CHC,CHC,MIL,IL,Hamstring,,,,P
130513-85255,P,Shaun,Shaun Anderson,Anderson,6.555555555555555,9,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-72971,P,Ben,Ben Heller,Heller,,0,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-197896,P,Will,Will Klein,Klein,7.923076923076923,13,5500,LAD@SD,LAD,SD,,,,,,P
130513-146702,P,Cole,Cole Sands,Sands,4.666666666666667,12,5500,HOU@MIN,MIN,HOU,IL,Forearm,,,,P
130513-79116,P,Riley,Riley Pint,Pint,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-85263,P,CD,CD Pelham,Pelham,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-197907,P,Brady,Brady Basso,Basso,1.6666666666666667,3,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-70933,P,Brock,Brock Stewart,Stewart,7.5,2,5500,LAD@SD,LAD,SD,IL,Foot,,,,P
130513-187669,P,Ty,Ty Adcock,Adcock,7,3,5500,LAD@SD,SD,LAD,,,,,,P
130513-79129,P,Kyle,Kyle Funkhouser,Funkhouser,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-197919,P,Jairo,Jairo Iriarte,Iriarte,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-197916,P,Anthony,Anthony Maldonado,Maldonado,2.5,6,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-83232,P,Jason,Jason Adam,Adam,4.4375,16,5500,LAD@SD,SD,LAD,,,,,,P
130513-116002,P,Joel,Joel Kuhnel,Kuhnel,3.4705882352941178,17,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-146721,P,Jeff,Jeff Criswell,Criswell,,0,5500,TEX@COL,COL,TEX,IL,Elbow,,,,P
130513-85289,P,Nick,Nick Anderson,Anderson,3.6666666666666665,12,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-85288,P,Brusdar,Brusdar Graterol,Graterol,,0,5500,LAD@SD,LAD,SD,IL,Shoulder,,,,P
130513-232744,P,Jayden,Jayden Murray,Murray,4.5,6,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-146740,P,CJ,CJ Van Eyk,Van Eyk,,0,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-193844,P,Evan,Evan Justice,Justice,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-185662,P,Sammy,Sammy Peralta,Peralta,5.8,5,5500,TEX@COL,COL,TEX,,,,,,P
130513-238911,P,Jake,Jake Bennett,Bennett,17,2,5500,BOS@KC,BOS,KC,,,,,,P
130513-238913,P,Duncan,Duncan Davitt,Davitt,3,1,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-238912,P,Steven,Steven Zobac,Zobac,,0,5500,BOS@KC,KC,BOS,IL,Undisclosed,,,,P
130513-38217,P,Tommy,Tommy Kahnle,Kahnle,3.91044776119403,70,5500,BOS@KC,BOS,KC,,,,,,P
130513-181583,P,Prelander,Prelander Berroa,Berroa,,0,5500,CWS@SEA,CWS,SEA,IL,Elbow,,,,P
130513-79185,P,Justin,Justin Dunn,Dunn,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-204119,P,Jacob,Jacob Bosiokovic,Bosiokovic,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-79194,P,Domingo,Domingo Acevedo,Acevedo,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-38240,P,Rafael,Rafael Montero,Montero,4.701754385964913,60,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-232804,P,Cody,Cody Laweryson,Laweryson,6.8,5,5500,HOU@MIN,MIN,HOU,IL,Forearm,,,,P
130513-79209,P,A.J.,A.J. Puk,Puk,6.375,8,5500,SF@ARI,ARI,SF,IL,Elbow,,,,P
130513-193897,P,Kody,Kody Funderburk,Funderburk,3.6315789473684212,19,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-238963,P,John,John Klein,Klein,2,2,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-238962,P,Andrew,Andrew Morris,Morris,7.363636363636363,11,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-238960,P,Leandro,Leandro Lopez,Lopez,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-238967,P,Welinton,Welinton Herrera,Herrera,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-238966,P,Gabriel,Gabriel Hughes,Hughes,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-238971,P,Ronan,Ronan Kopp,Kopp,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-79227,P,Adrian,Adrian Morejon,Morejon,6.6,20,5500,LAD@SD,SD,LAD,,,,,,P
130513-238969,P,Riley,Riley Martin,Martin,6.125,8,5500,MIL@CHC,CHC,MIL,IL,Elbow,,,,P
130513-238975,P,Miguel,Miguel Mendez,Mendez,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-238974,P,Chen Zhong-Ao,Chen Zhong-Ao Zhuang,Zhuang,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-238973,P,Braden,Braden Nett,Nett,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-238976,P,Garrett,Garrett Hawkins,Hawkins,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-181651,P,Matt,Matt Krook,Krook,4.333333333333333,3,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-79250,P,Junior,Junior Fernandez,Fernandez,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-243092,P,Brian,Brian Fitzpatrick,Fitzpatrick,6.5,4,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-62872,P,Vince,Vince Velasquez,Velasquez,10,1,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-193949,P,Steven,Steven Cruz,Cruz,4.555555555555555,9,5500,BOS@KC,KC,BOS,,,,,,P
130513-79265,P,Alex,Alex Speas,Speas,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-118185,P,Matt,Matt Foster,Foster,,0,5500,SF@ARI,ARI,SF,,,,,,P
130513-101803,P,Jacob,Jacob Webb,Webb,5.35,20,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-101802,P,Patrick,Patrick Weigel,Weigel,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-101815,P,Jimmy,Jimmy Herget,Herget,4.8,15,5500,TEX@COL,COL,TEX,IL,Shoulder,,,,P
130513-101814,P,Sam,Sam Hentges,Hentges,6.25,4,5500,SF@ARI,SF,ARI,,,,,,P
130513-101816,P,Bryan,Bryan Abreu,Abreu,5.0625,16,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-169400,P,Parker,Parker Mushinski,Mushinski,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-202175,P,Gerson,Gerson Garabito,Garabito,8,3,5500,MIL@CHC,MIL,CHC,IL,Foot,,,,P
130513-40382,P,Luis,Luis Garcia,Garcia,1.2857142857142858,15,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-101822,P,Josh,Josh Sborz,Sborz,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-118209,P,Miguel,Miguel Yajure,Yajure,,0,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-101824,P,Kyle,Kyle Keller,Keller,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-118208,P,Brooks,Brooks Kriske,Kriske,7,2,5500,ATH@LAA,ATH,LAA,IL,Shoulder,,,,P
130513-228800,P,Lazaro,Lazaro Estrada,Estrada,21,1,5500,TOR@NYY,TOR,NYY,IL,Shoulder,,,,P
130513-101829,P,Trey,Trey Supak,Supak,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-118216,P,Tyson,Tyson Miller,Miller,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-239053,P,Alex,Alex Hoppe,Hoppe,6.142857142857143,8,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-118226,P,Blake,Blake Cederlind,Cederlind,,0,5500,SF@ARI,ARI,SF,,,,,,P
130513-101855,P,Trent,Trent Thornton,Thornton,9,4,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-101854,P,Jacob,Jacob Waguespack,Waguespack,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-101856,P,Patrick,Patrick Murphy,Murphy,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-185847,P,Garrett,Garrett Acton,Acton,11.75,4,5500,HOU@MIN,MIN,HOU,IL,Strain,,,,P
130513-232971,P,Philip,Philip Abner,Abner,4,1,5500,SF@ARI,ARI,SF,,,,,,P
130513-95757,P,Andrew,Andrew Vasquez,Vasquez,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-95756,P,Rowan,Rowan Wick,Wick,,0,5500,SF@ARI,SF,ARI,IL,Elbow,,,,P
130513-138767,P,Jesus,Jesus Cruz,Cruz,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-101905,P,Sam,Sam McWilliams,McWilliams,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-101904,P,Jordan,Jordan Romano,Romano,3.3,11,5500,TEX@COL,COL,TEX,,,,,,P
130513-210448,P,Luis,Luis Peralta,Peralta,2.4285714285714284,22,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-243229,P,Nick,Nick Davila,Davila,4.666666666666667,6,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-95774,P,Jeff,Jeff Brigham,Brigham,3.3333333333333335,4,5500,MIL@CHC,CHC,MIL,IL,Undisclosed,,,,P
130513-181794,P,Hogan,Hogan Harris,Harris,5.5,24,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-58913,P,Danny,Danny Coulombe,Coulombe,2,12,5500,BOS@KC,BOS,KC,IL,Neck,,,,P
130513-210475,P,Ryan,Ryan Zeferjahn,Zeferjahn,8.933333333333334,15,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-181801,P,Jose A.,Jose A. Ferrer,Ferrer,4.857142857142857,22,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-181815,P,Brent,Brent Headrick,Headrick,6.434782608695652,23,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-222786,P,Raul,Raul Alcantara,Alcantara,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-239169,P,Tyler,Tyler Samaniego,Samaniego,5.066666666666666,15,5500,BOS@KC,BOS,KC,,,,,,P
130513-222784,P,Hagen,Hagen Smith,Smith,,0,5500,CWS@SEA,CWS,SEA,,,,,,P
130513-185926,P,Ryan,Ryan Walker,Walker,3.4375,16,5500,SF@ARI,SF,ARI,,,,,,P
130513-181831,P,Yosver,Yosver Zulueta,Zulueta,4.857142857142857,7,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-222790,P,Jose,Jose Rodriguez,Rodriguez,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-222789,P,Jackson,Jackson Ferris,Ferris,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-181838,P,Abner,Abner Uribe,Uribe,4.7894736842105265,19,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-181836,P,Justin,Justin Martinez,Martinez,6.0625,17,5500,SF@ARI,ARI,SF,IL,Elbow,,,,P
130513-181842,P,Eli,Eli Villalobos,Villalobos,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-181843,P,Josh,Josh Simpson,Simpson,3.3333333333333335,3,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-73301,P,Brent,Brent Suter,Suter,6.705882352941177,17,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-181845,P,Drew,Drew Rom,Rom,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-181848,P,Tom,Tom Cosgrove,Cosgrove,9,2,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-181854,P,Brendan,Brendan White,White,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-226925,P,Andrew,Andrew Hoffmann,Hoffmann,5.5,8,5500,SF@ARI,ARI,SF,,,,,,P
130513-222828,P,Jacob,Jacob Webb,Webb,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-226929,P,Bradgley,Bradgley Rodriguez,Rodriguez,5.7894736842105265,19,5500,LAD@SD,SD,LAD,,,,,,P
130513-118397,P,Trevor,Trevor Megill,Megill,4.875,17,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-210559,P,Brady,Brady Feigl,Feigl,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-52871,P,Derek,Derek Law,Law,,0,5500,SF@ARI,ARI,SF,O,Forearm,,,,P
130513-165509,P,Bryce,Bryce Bonnin,Bonnin,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-52873,P,Joe,Joe Ross,Ross,-2.3333333333333335,3,5500,SF@ARI,ARI,SF,,,,,,P
130513-110219,P,Sean,Sean Poppen,Poppen,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-190092,P,Devin,Devin Sweet,Sweet,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-73362,P,Rob,Rob Zastryzny,Zastryzny,4.615384615384615,26,5500,MIL@CHC,MIL,CHC,IL,Ribs,,,,P
130513-165521,P,Doug,Doug Nikhazy,Nikhazy,6,1,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-220822,P,Elvis,Elvis Alvarado,Alvarado,4.1,10,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-165531,P,Sam,Sam Weatherly,Weatherly,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-165529,P,Jaden,Jaden Hill,Hill,4.473684210526316,19,5500,TEX@COL,COL,TEX,,,,,,P
130513-165534,P,Norge,Norge Vera,Vera,,0,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-202402,P,Justin,Justin Sterner,Sterner,5.090909090909091,22,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-38563,P,Yimi,Yimi Garcia,Garcia,5.318181818181818,22,5500,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-220838,P,Garrett,Garrett McDaniels,McDaniels,2.9,10,5500,LAD@SD,LAD,SD,,,,,,P
130513-220836,P,Angel,Angel Bastardo,Bastardo,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-220842,P,Eiberson,Eiberson Castellano,Castellano,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-165545,P,Tanner,Tanner McDougal,McDougal,,0,5500,CWS@SEA,CWS,SEA,IL,Forearm,,,,P
130513-222898,P,Mason,Mason Fluharty,Fluharty,4.545454545454546,23,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-165553,P,Dylan,Dylan Smith,Smith,2,1,5500,SF@ARI,SF,ARI,,,,,,P
130513-114356,P,Kevin,Kevin Ginkel,Ginkel,5.368421052631579,19,5500,SF@ARI,ARI,SF,,,,,,P
130513-165566,P,Ben,Ben Kudrna,Kudrna,,0,5500,BOS@KC,KC,BOS,IL,Elbow,,,,P
130513-165564,P,Frank,Frank Mozzicato,Mozzicato,,0,5500,BOS@KC,KC,BOS,,,,,,P
130513-165570,P,Ben,Ben Hernandez,Hernandez,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-38596,P,Chris,Chris Martin,Martin,3.875,8,5500,TEX@COL,TEX,COL,IL,Biceps,,,,P
130513-165577,P,Sam,Sam Bachman,Bachman,7.066666666666666,15,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-81614,P,Thyago,Thyago Vieira,Vieira,,0,5500,SF@ARI,ARI,SF,O,Elbow,,,,P
130513-165586,P,Mason,Mason Albright,Albright,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-188115,P,Grant,Grant Hartwig,Hartwig,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-222930,P,Logan,Logan VanWey,VanWey,7.5,2,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-165584,P,Alejandro,Alejandro Hidalgo,Hidalgo,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-165585,P,Erik,Erik Rivera,Rivera,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-198352,P,Shane,Shane Drohan,Drohan,11.857142857142858,7,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-179924,P,Gavin,Gavin Hollowell,Hollowell,2,1,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-198356,P,Justin,Justin Slaten,Slaten,5.571428571428571,7,5500,BOS@KC,BOS,KC,,,,,,P
130513-165594,P,Carlos,Carlos Duran,Duran,-8,1,5500,LAD@SD,LAD,SD,,,,,,P
130513-165595,P,Maddux,Maddux Bruns,Bruns,,0,5500,LAD@SD,LAD,SD,,,,,,P
130513-198361,P,Carson,Carson Coleman,Coleman,,0,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-229084,P,Brandyn,Brandyn Garcia,Garcia,5.333333333333333,6,5500,SF@ARI,ARI,SF,,,,,,P
130513-14049,P,Bryan,Bryan Shaw,Shaw,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-181985,P,Guillo,Guillo Zuniga,Zuniga,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-212709,P,Edgardo,Edgardo Henriquez,Henriquez,5.625,16,5500,LAD@SD,LAD,SD,,,,,,P
130513-81641,P,John,John Curtiss,Curtiss,5.241379310344827,30,5500,SF@ARI,ARI,SF,,,,,,P
130513-81640,P,Yacksel,Yacksel Rios,Rios,11,1,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-182006,P,Nic,Nic Enright,Enright,6.444444444444445,27,5500,TOR@NYY,TOR,NYY,IL,Elbow,,,,P
130513-165621,P,Russell,Russell Smith,Smith,,0,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-165624,P,Dom,Dom Hamel,Hamel,3,1,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-165635,P,Brendan,Brendan Beck,Beck,6,1,5500,TOR@NYY,NYY,TOR,,,,,,P
130513-165637,P,Brock,Brock Selvidge,Selvidge,,0,5500,TOR@NYY,NYY,TOR,IL,Elbow,,,,P
130513-165642,P,Mason,Mason Miller,Miller,9.75,20,5500,LAD@SD,SD,LAD,,,,,,P
130513-161545,P,Kaleb,Kaleb Ort,Ort,4.530612244897959,49,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-194320,P,Andrew,Andrew Saalfrank,Saalfrank,5.142857142857143,28,5500,SF@ARI,ARI,SF,IL,Shoulder,,,,P
130513-161563,P,Jovani,Jovani Moran,Moran,9.538461538461538,14,5500,BOS@KC,BOS,KC,,,,,,P
130513-237341,P,Robinson,Robinson Ortiz,Ortiz,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-165671,P,Victor,Victor Lizarraga,Lizarraga,,0,5500,LAD@SD,SD,LAD,,,,,,P
130513-165674,P,Adam,Adam Macko,Macko,,0,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-165682,P,Michael,Michael Morales,Morales,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-53043,P,Jesse,Jesse Hahn,Hahn,5,3,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-165687,P,Will,Will Bednar,Bednar,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-165684,P,Matt,Matt Mikulski,Mikulski,,0,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-165691,P,Manuel,Manuel Mercedes,Mercedes,,0,5500,SF@ARI,SF,ARI,,,,,,P
130513-163654,P,Alexis,Alexis Diaz,Diaz,3.4444444444444446,18,5500,TEX@COL,TEX,COL,,,,,,P
130513-116548,P,Tyler,Tyler Rogers,Rogers,4.545454545454546,22,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-163658,P,Randy,Randy Rodriguez,Rodriguez,6.82,50,5500,SF@ARI,SF,ARI,IL,Elbow,,,,P
130513-163659,P,Efrain,Efrain Contreras,Contreras,,0,5500,ATH@LAA,LAA,ATH,,,,,,P
130513-204624,P,Eric,Eric Orze,Orze,5.166666666666667,18,5500,HOU@MIN,MIN,HOU,,,,,,P
130513-165719,P,Irv,Irv Carter,Carter,,0,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-165722,P,Chad,Chad Dallas,Dallas,,0,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-163673,P,Jorge,Jorge Juan,Juan,,0,5500,BOS@KC,BOS,KC,,,,,,P
130513-163677,P,James,James McArthur,McArthur,,0,5500,BOS@KC,KC,BOS,IL,Elbow,,,,P
130513-163682,P,Ethan,Ethan Roberts,Roberts,6.333333333333333,6,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-163687,P,Ron,Ron Marinaccio,Marinaccio,6.75,16,5500,LAD@SD,SD,LAD,,,,,,P
130513-163688,P,Collin,Collin Snider,Snider,4.791666666666667,24,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-163692,P,Jose,Jose Butto,Butto,2,3,5500,SF@ARI,SF,ARI,IL,Arm,,,,P
130513-163702,P,Logan,Logan Gillaspie,Gillaspie,9,3,5500,LAD@SD,SD,LAD,,,,,,P
130513-210813,P,Ryan,Ryan Miller,Miller,,0,5500,TEX@COL,COL,TEX,,,,,,P
130513-102300,P,Michael,Michael Rucker,Rucker,,0,5500,CWS@SEA,SEA,CWS,,,,,,P
130513-102318,P,Ryan,Ryan Rolison,Rolison,6.909090909090909,11,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-102333,P,Daniel,Daniel Lynch IV,Lynch IV,6.947368421052632,19,5500,BOS@KC,KC,BOS,,,,,,P
130513-102334,P,Corbin,Corbin Martin,Martin,1.8,7,5500,MIL@CHC,CHC,MIL,,,,,,P
130513-102355,P,Jorge,Jorge Alcala,Alcala,4.333333333333333,56,5500,TOR@NYY,TOR,NYY,,,,,,P
130513-198619,P,Yuki,Yuki Matsui,Matsui,14,4,5500,LAD@SD,SD,LAD,,,,,,P
130513-198618,P,Coleman,Coleman Crow,Crow,21.5,2,5500,MIL@CHC,MIL,CHC,,,,,,P
130513-202726,P,Michel,Michel Otanez,Otanez,2,6,5500,TEX@COL,TEX,COL,,,,,,P
130513-102375,P,Luis,Luis Medina,Medina,7.416666666666667,13,5500,ATH@LAA,ATH,LAA,,,,,,P
130513-79848,P,Paul,Paul Sewald,Sewald,4.315789473684211,19,5500,SF@ARI,ARI,SF,,,,,,P
130513-102376,P,Garrett,Garrett Whitlock,Whitlock,6.588235294117647,17,5500,BOS@KC,BOS,KC,,,,,,P
130513-79852,P,Lucas,Lucas Erceg,Erceg,5.3,20,5500,BOS@KC,KC,BOS,,,,,,P
130513-102386,P,Steven,Steven Jennings,Jennings,,0,5500,TEX@COL,TEX,COL,,,,,,P
130513-102397,P,Wyatt,Wyatt Mills,Mills,1,4,5500,LAD@SD,LAD,SD,,,,,,P
130513-102399,P,Sam,Sam Carlson,Carlson,,0,5500,HOU@MIN,HOU,MIN,,,,,,P
130513-60643,OF,Aaron,Aaron Judge,Judge,14.331914374168884,47,4500,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
130513-203111,C/1B,Ben,Ben Rice,Rice,14.464285714285714,42,4400,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
130513-102353,2B,Brice,Brice Turang,Turang,14.18780517578125,41,4200,MIL@CHC,MIL,CHC,,,,,,2B/UTIL
130513-82575,OF,Yordan,Yordan Alvarez,Alvarez,13.385416666666666,48,4000,HOU@MIN,HOU,MIN,,,,,,OF/UTIL
130513-222794,1B,Nick,Nick Kurtz,Kurtz,13.184444173177083,45,4000,ATH@LAA,ATH,LAA,,,,,,C/1B/UTIL
130513-119349,SS,Bobby,Bobby Witt Jr.,Witt Jr.,12.146809030086436,47,3900,BOS@KC,KC,BOS,,,,,,SS/UTIL
130513-240561,1B,Munetaka,Munetaka Murakami,Murakami,13.01304294752038,46,3900,CWS@SEA,CWS,SEA,,,,,,C/1B/UTIL
130513-79211,OF,Mickey,Mickey Moniak,Moniak,12.312820825821314,39,3900,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-39086,OF,Byron,Byron Buxton,Buxton,13.727499389648438,40,3800,HOU@MIN,MIN,HOU,DTD,Hip,,,,OF/UTIL
130513-119297,OF,Corbin,Corbin Carroll,Carroll,12.841860749000727,43,3800,SF@ARI,ARI,SF,,,,,,OF/UTIL
130513-119303,C,Shea,Shea Langeliers,Langeliers,13.582927424733231,41,3800,ATH@LAA,ATH,LAA,,,,,,C/1B/UTIL
130513-119372,OF/3B/1B,Miguel,Miguel Vargas,Vargas,13.206666395399306,45,3800,CWS@SEA,CWS,SEA,,,,,,C/1B/3B/OF/UTIL
130513-82440,OF,Shohei,Shohei Ohtani,Ohtani,11.804347826086957,46,3700,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-12933,OF,Mike,Mike Trout,Trout,12.719564686650815,46,3700,ATH@LAA,LAA,ATH,,,,,,OF/UTIL
130513-165527,OF/C/1B,Hunter,Hunter Goodman,Goodman,10.711904616582961,42,3700,TEX@COL,COL,TEX,,,,,,C/1B/OF/UTIL
130513-79092,OF,Ian,Ian Happ,Happ,11.844444444444445,45,3600,MIL@CHC,CHC,MIL,,,,,,OF/UTIL
130513-79159,OF/1B,Cody,Cody Bellinger,Bellinger,11.930434517238451,46,3600,TOR@NYY,NYY,TOR,,,,,,C/1B/OF/UTIL
130513-52176,3B,Max,Max Muncy,Muncy,11.215909090909092,44,3500,LAD@SD,LAD,SD,,,,,,3B/UTIL
130513-80852,2B/SS/3B/OF,Ildemaro,Ildemaro Vargas,Vargas,12.144736842105264,38,3500,SF@ARI,ARI,SF,,,,,,2B/3B/SS/OF/UTIL
130513-146695,OF,Andy,Andy Pages,Pages,12.359574987533245,47,3500,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-241341,1B,TJ,TJ Rumfield,Rumfield,9.271739130434783,46,3500,TEX@COL,COL,TEX,,,,,,C/1B/UTIL
130513-231534,1B/OF,Troy,Troy Johnston,Johnston,8.411628190861192,43,3400,TEX@COL,COL,TEX,,,,,,C/1B/OF/UTIL
130513-167012,OF,Seiya,Seiya Suzuki,Suzuki,11.027272542317709,33,3400,MIL@CHC,CHC,MIL,,,,,,OF/UTIL
130513-38218,1B,Christian,Christian Walker,Walker,10.800000508626303,48,3400,HOU@MIN,HOU,MIN,,,,,,C/1B/UTIL
130513-165535,SS,Colson,Colson Montgomery,Montgomery,11.51333279079861,45,3400,CWS@SEA,CWS,SEA,,,,,,SS/UTIL
